,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
105,Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,14,0,0,0,0,1,0,1776,0,0,1,0.0,0,0,0,0,45,False,0,1
106,Benoît Badiashile,DEF,Chelsea,0.9,0,0,0,0,0.0,153,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,11552,0,2,0,0.0,0,0,0,0,45,True,0,1
107,Radu Drăgușin,DEF,Spurs,2.4,0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,20787,0,1,1,0.0,0,0,0,0,45,False,0,1
108,Jack Stephens,DEF,Southampton,0.0,0,0,6,0,16.6,472,0.04,0.04,0.0,0.25,5,1,0,3.3,12.2,2024-08-17T14:00:00Z,90,15,0,0,0,0,1,0,21269,1,0,1,4.0,1,0,0,0,40,False,1,1
109,Mateo Kovačić,MID,Man City,3.0,0,3,36,1,4.9,354,0.02,0.15,0.13,1.01,9,0,1,7.0,55.6,2024-08-18T15:30:00Z,90,6,0,0,0,0,1,0,19927,1,2,0,9.0,11,0,0,0,55,False,0,1
110,Nicolás Domínguez,MID,Nott'm Forest,1.6,0,0,3,0,5.7,431,0.09,0.09,0.0,0.67,6,1,0,1.6,6.2,2024-08-17T14:00:00Z,36,3,0,0,0,0,1,0,3116,0,1,1,4.0,1,0,0,0,50,True,0,1
111,Ben Doak,MID,Liverpool,2.0,0,0,0,0,0.0,318,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,5062,0,2,0,0.0,0,0,0,0,45,False,0,1
112,Phil Foden,MID,Man City,4.2,0,0,6,0,3.7,348,0.01,0.01,0.0,0.72,9,0,0,1.3,9.0,2024-08-18T15:30:00Z,45,6,0,0,0,0,1,0,1585478,0,2,0,0.0,1,0,0,0,95,False,0,1
113,Mason Mount,MID,Man Utd,2.3,0,0,-1,1,22.8,382,0.03,0.33,0.3,0.21,1,0,0,5.8,10.2,2024-08-16T19:00:00Z,60,9,0,0,0,0,1,0,22295,1,0,1,25.0,2,0,0,0,65,True,1,1
114,Gabriel Martinelli Silva,MID,Arsenal,3.5,0,0,16,1,36.7,9,0.19,0.27,0.08,0.47,2,0,0,7.5,13.6,2024-08-17T14:00:00Z,90,20,0,0,0,0,1,0,253825,1,0,2,25.0,3,0,0,0,70,True,0,1
115,Yasin Ayari,MID,Brighton,1.6,0,0,0,0,0.1,600,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,1,8,0,0,0,0,1,0,754,0,3,0,0.0,1,0,0,0,50,False,0,1
116,Facundo Buonanotte,MID,Leicester,1.1,0,0,13,0,19.9,117,0.19,0.19,0.0,0.98,10,1,0,3.1,11.4,2024-08-19T19:00:00Z,78,18,0,0,0,0,1,0,8082,1,1,1,0.0,2,0,0,0,50,True,0,1
117,Caoimhin Kelleher,GK,Liverpool,3.2,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,25958,0,2,0,0.0,0,0,0,0,45,False,0,1
118,Odeluga Offiah,DEF,Brighton,1.0,0,0,0,0,0.0,139,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,12397,0,3,0,0.0,0,0,0,0,40,False,0,1
119,Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,24385,0,2,1,0.0,0,0,0,0,40,False,0,1
120,Amario Cozier-Duberry,MID,Brighton,1.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,13388,0,3,0,0.0,0,0,0,0,45,False,0,1
121,Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,3601,0,1,1,0.0,0,0,0,0,45,False,0,1
122,Kai Havertz,FWD,Arsenal,3.5,1,3,48,1,24.1,4,0.04,0.49,0.45,0.47,2,0,1,12.5,54.8,2024-08-17T14:00:00Z,90,20,0,0,0,0,1,0,1087445,1,0,2,46.0,12,0,0,0,80,True,0,1
123,Scott Carson,GK,Man City,2.0,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,6,0,0,0,0,1,0,14823,0,2,0,0.0,0,0,0,0,40,False,0,1
124,Ethan Brierley,MID,Brentford,1.0,0,0,0,0,0.0,87,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,7,0,0,0,0,1,0,6092,0,1,2,0.0,0,0,0,0,45,True,0,1
125,Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,910,0,2,0,0.0,0,0,0,0,45,True,0,1
126,Rico Henry,DEF,Brentford,0.5,0,0,0,0,0.0,92,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,7,0,0,0,0,1,0,8033,0,1,2,0.0,0,0,0,0,45,True,0,1
127,Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,15,0,0,0,0,1,0,23928,0,0,1,0.0,0,0,0,0,40,False,0,1
128,Yoane Wissa,FWD,Brentford,2.0,1,3,47,0,14.2,110,0.01,1.01,1.0,0.61,8,1,1,10.8,50.2,2024-08-18T13:00:00Z,83,7,0,0,0,0,1,0,232431,1,1,2,44.0,11,0,0,0,60,True,1,1
129,Daniel Iversen,GK,Leicester,0.5,0,0,0,0,0.0,294,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,18,0,0,0,0,1,0,65236,0,1,1,0.0,0,0,0,0,40,True,0,1
130,Mads Hermansen,GK,Leicester,1.7,0,0,15,0,0.0,293,0.0,0.0,0.0,1.23,10,1,0,4.2,41.6,2024-08-19T19:00:00Z,90,18,0,0,0,0,1,5,34105,1,1,1,0.0,3,0,0,0,45,True,0,1
131,Rob Holding,DEF,Crystal Palace,1.9,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,4,0,0,0,0,1,0,8984,0,1,2,0.0,0,0,0,0,45,False,0,1
132,Ismaïla Sarr,MID,Crystal Palace,2.2,0,0,3,0,0.3,585,0.0,0.0,0.0,0.0,8,0,0,0.1,0.2,2024-08-18T13:00:00Z,6,4,0,0,0,0,1,0,29330,0,1,2,0.0,1,0,0,0,60,False,0,1
133,Jarrod Bowen,MID,West Ham,2.6,0,0,3,0,16.8,514,0.07,0.07,0.0,1.76,7,1,0,2.3,4.6,2024-08-17T16:30:00Z,72,2,0,0,0,0,1,0,647171,1,2,1,2.0,2,0,0,0,75,True,0,1
134,Mark O’Mahony,FWD,Brighton,1.0,0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,47927,0,3,0,0.0,0,0,0,0,45,False,0,1
135,Ryan Sessegnon,DEF,Fulham,1.9,0,0,0,0,0.0,579,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,14,0,0,0,0,1,0,18879,0,0,1,0.0,0,0,0,0,45,False,0,1
136,Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,7,0,0,0,0,1,0,1084,0,1,2,0.0,0,0,0,0,50,True,0,1
137,Jadon Sancho,MID,Man Utd,2.3,0,0,0,0,0.0,386,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,9,0,0,0,0,1,0,33031,0,0,1,0.0,0,0,0,0,65,True,0,1
138,Sam Johnstone,GK,Crystal Palace,2.2,0,0,0,0,0.0,204,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,4,0,0,0,0,1,0,43430,0,1,2,0.0,0,0,0,0,45,False,0,1
139,Jonny Evans,DEF,Man Utd,1.9,0,0,2,0,0.0,371,0.0,0.0,0.0,0.06,1,0,0,0.1,1.4,2024-08-16T19:00:00Z,9,9,0,0,0,0,1,0,11027,0,0,1,0.0,1,0,0,0,45,True,0,1
140,Mohamed Salah,MID,Liverpool,5.0,1,3,38,1,24.4,328,0.15,0.85,0.7,0.45,4,0,1,15.2,58.0,2024-08-17T11:30:00Z,90,10,0,0,0,0,1,0,2894604,1,2,0,70.0,14,0,0,0,125,False,0,1
141,Timothy Castagne,DEF,Fulham,1.9,0,0,0,0,0.0,244,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,14,0,0,0,0,1,0,267974,0,0,1,0.0,0,0,0,0,45,False,0,1
142,Tariq Lamptey,DEF,Brighton,1.0,0,0,0,0,0.0,131,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,21842,0,3,0,0.0,0,0,0,0,45,False,0,1
143,Ola Aina,DEF,Nott'm Forest,1.9,0,0,4,0,2.1,422,0.02,0.04,0.02,0.55,6,0,0,0.8,5.2,2024-08-17T14:00:00Z,53,3,0,0,0,0,1,0,112193,1,1,1,1.0,1,0,0,0,45,True,0,1
144,Taiwo Awoniyi,FWD,Nott'm Forest,2.0,0,0,6,0,1.0,424,0.03,0.15,0.12,0.59,6,1,0,2.3,3.4,2024-08-17T14:00:00Z,18,3,0,0,0,0,1,0,84610,0,1,1,19.0,1,0,0,0,60,True,0,1
145,Leandro Trossard,MID,Arsenal,3.5,0,0,2,0,0.3,23,0.0,0.0,0.0,0.15,2,0,0,0.5,4.2,2024-08-17T14:00:00Z,10,20,0,0,0,0,1,0,192689,0,0,2,0.0,1,0,0,0,70,True,0,1
146,Jacob Greaves,DEF,Ipswich,0.0,0,0,12,0,0.8,270,0.0,0.1,0.1,2.65,4,2,0,4.9,26.2,2024-08-17T11:30:00Z,90,12,0,0,0,0,1,0,48563,1,2,0,22.0,1,0,0,0,40,True,0,1
147,Alfie Whiteman,GK,Spurs,1.5,0,0,0,0,0.0,510,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,117595,0,1,1,0.0,0,0,0,0,40,False,0,1
148,Séamus Coleman,DEF,Everton,0.0,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,5,0,0,0,0,1,0,4723,0,3,0,0.0,0,0,0,0,45,True,0,1
149,Fabian Schär,DEF,Newcastle,2.8,0,0,-8,0,0.3,415,0.0,0.04,0.04,0.2,5,0,0,0.1,0.0,2024-08-17T14:00:00Z,27,17,0,0,0,1,1,0,198369,1,0,1,5.0,-2,0,0,0,55,True,0,1
150,Nicolas Jackson,FWD,Chelsea,1.4,0,0,3,0,23.6,180,0.06,0.53,0.47,0.66,9,1,0,5.1,4.6,2024-08-18T15:30:00Z,65,13,0,0,0,0,1,0,159569,1,2,0,23.0,2,0,0,0,75,True,0,1
151,Joe White,MID,Newcastle,2.0,0,0,0,0,0.0,419,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,31223,0,0,1,0.0,0,0,0,0,45,True,0,1
152,Jamie Vardy,FWD,Leicester,0.3,0,2,33,0,0.1,306,0.0,0.8,0.8,0.98,10,1,1,9.5,40.4,2024-08-19T19:00:00Z,78,18,0,0,0,0,1,0,119633,1,1,1,54.0,8,0,0,0,55,True,0,1
153,Miguel Almirón Rejala,MID,Newcastle,3.2,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,84045,0,0,1,0.0,0,0,0,0,60,True,0,1
154,James Garner,MID,Everton,0.0,0,0,0,0,0.0,223,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,5,0,0,0,0,1,0,2327,0,3,0,0.0,0,0,0,0,50,True,0,1
155,Marcus Tavernier,MID,Bournemouth,2.0,0,0,14,0,41.4,83,0.12,0.54,0.42,1.3,6,1,0,7.9,10.2,2024-08-17T14:00:00Z,90,16,0,0,0,0,1,0,14476,1,1,1,27.0,2,0,0,0,55,False,0,1
156,Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,478,0,2,1,0.0,0,0,0,0,50,False,0,1
157,Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,153,0,2,1,0.0,0,0,0,0,40,False,0,1
158,Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,3460,0,2,0,0.0,0,0,0,0,45,True,0,1
159,Daniel Castelo Podence,MID,Wolves,1.0,0,0,2,0,0.2,562,0.0,0.04,0.04,0.06,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,15,1,0,0,0,0,1,0,3736,0,0,2,1.0,1,0,0,0,55,False,0,1
160,Martial Godo,MID,Fulham,1.0,0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,14,0,0,0,0,1,0,1323,0,0,1,0.0,0,0,0,0,45,False,0,1
161,Harrison Reed,MID,Fulham,1.6,0,0,4,0,0.0,254,0.0,0.0,0.0,0.67,1,0,0,0.2,2.2,2024-08-16T19:00:00Z,1,14,0,0,0,0,1,0,3660,0,0,1,0.0,1,0,0,0,50,False,0,1
162,Guido Rodríguez,MID,West Ham,1.6,0,0,15,0,1.9,588,0.03,0.05,0.02,1.96,7,2,0,0.9,5.6,2024-08-17T16:30:00Z,84,2,0,0,0,0,1,0,5566,1,2,1,1.0,2,0,0,0,50,True,0,1
163,Will Alves,MID,Leicester,0.5,0,0,0,0,0.0,606,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,18,0,0,0,0,1,0,4472,0,1,1,0.0,0,0,0,0,45,True,0,1
164,Carlos Baleba,MID,Brighton,1.6,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,3519,0,3,0,0.0,0,0,0,0,50,False,0,1
165,James Hill,DEF,Bournemouth,1.0,0,0,0,0,0.0,68,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,16,0,0,0,0,1,0,30926,0,1,1,0.0,0,0,0,0,40,False,0,1
166,David Datro Fofana,FWD,Chelsea,0.7,0,0,0,0,0.0,164,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,11959,0,2,0,0.0,0,0,0,0,55,True,0,1
167,Ryan Fraser,MID,Newcastle,2.6,0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,3106,0,0,1,0.0,0,0,0,0,50,True,0,1
168,Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,151,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,30921,0,2,0,0.0,0,0,0,0,45,True,0,1
169,Nathan Patterson,DEF,Everton,0.0,0,0,0,0,0.0,234,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,5,0,0,0,0,1,0,2504,0,3,0,0.0,0,0,0,0,45,True,0,1
170,Robin Olsen,GK,Aston Villa,1.1,0,0,0,0,0.0,51,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,9628,0,2,1,0.0,0,0,0,0,45,False,0,1
171,Mathias Jensen,MID,Brentford,2.0,0,0,11,0,17.9,95,0.03,0.03,0.0,0.61,8,1,0,2.9,11.2,2024-08-18T13:00:00Z,83,7,0,0,0,0,1,0,14932,1,1,2,0.0,2,0,0,0,55,True,0,1
172,Bart Verbruggen,GK,Brighton,0.6,0,0,0,0,0.0,146,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,45968,0,3,0,0.0,0,0,0,0,45,False,0,1
173,Dango Ouattara,MID,Bournemouth,1.6,0,0,8,0,3.0,74,0.01,0.23,0.22,1.02,6,1,0,2.2,8.2,2024-08-17T14:00:00Z,68,16,0,0,0,0,1,0,1977,1,1,1,11.0,2,0,0,0,50,False,0,1
174,Emmanuel Dennis,FWD,Nott'm Forest,1.4,0,0,0,0,0.0,430,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,3,0,0,0,0,1,0,21102,0,1,1,0.0,0,0,0,0,50,True,0,1
175,Yehor Yarmoliuk,MID,Brentford,1.0,0,0,0,0,0.0,111,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,7,0,0,0,0,1,0,263488,0,1,2,0.0,0,0,0,0,45,True,0,1
176,Julián Álvarez,FWD,Man City,0.0,0,0,0,0,0.0,352,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,6,0,0,0,0,1,0,39036,0,2,0,0.0,0,0,0,0,70,False,0,1
177,Tyler Dibling,MID,Southampton,0.0,0,0,6,0,12.3,608,0.02,0.02,0.0,0.0,5,0,0,1.5,2.8,2024-08-17T14:00:00Z,20,15,0,0,0,0,1,0,2073,0,0,1,0.0,1,0,0,0,45,False,0,1
178,Paul Onuachu,FWD,Southampton,0.4,0,0,0,0,0.0,470,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,15,0,0,0,0,1,0,9474,0,0,1,0.0,0,0,0,0,50,False,0,1
179,Bobby Clark,MID,Liverpool,2.0,0,0,0,0,0.0,315,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,5545,0,2,0,0.0,0,0,0,0,45,False,0,1
180,Kieran Tierney,DEF,Arsenal,0.0,0,0,0,0,0.0,21,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,20,0,0,0,0,1,0,5469,0,0,2,0.0,0,0,0,0,45,True,0,1
181,Darwin Núñez Ribeiro,FWD,Liverpool,3.4,0,0,0,0,0.0,316,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,511713,0,2,0,0.0,0,0,0,0,75,False,0,1
182,Josh Bowler,MID,Nott'm Forest,1.0,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,3,0,0,0,0,1,0,5803,0,1,1,0.0,0,0,0,0,45,True,0,1
183,Sugawara Yukinari,DEF,Southampton,0.9,0,0,6,0,15.1,474,0.22,0.22,0.0,0.25,5,1,0,2.3,6.0,2024-08-17T14:00:00Z,45,15,0,0,0,0,1,0,13339,1,0,1,2.0,1,0,0,0,45,False,0,1
184,Aaron Wan-Bissaka,DEF,West Ham,1.9,0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,2,0,0,0,0,1,0,168413,0,2,1,0.0,0,0,0,0,45,True,0,1
185,Bobby De Cordova-Reid,MID,Leicester,1.5,0,0,2,0,2.8,290,0.01,0.07,0.06,1.04,10,1,0,1.1,4.4,2024-08-19T19:00:00Z,85,18,0,0,0,0,1,0,13854,1,1,1,4.0,2,0,0,0,55,True,0,1
186,Nathan Broadhead,MID,Ipswich,0.0,0,0,0,0,0.0,262,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,12,0,0,0,0,1,0,1380,0,2,0,0.0,0,0,0,0,50,True,0,1
187,Matheus Luiz Nunes,MID,Man City,2.6,0,0,0,0,0.0,356,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,6,0,0,0,0,1,0,3409,0,2,0,0.0,0,0,0,0,50,False,0,1
188,Jake O'Brien,DEF,Everton,2.4,0,0,0,0,0.0,582,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,5,0,0,0,0,1,0,29022,0,3,0,0.0,0,0,0,0,50,True,0,1
189,Cameron Peupion,MID,Brighton,1.0,0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,4299,0,3,0,0.0,0,0,0,0,45,False,0,1
190,Kosta Nedeljković,DEF,Aston Villa,1.0,0,0,6,0,0.3,50,0.0,0.0,0.0,1.04,7,0,0,0.5,4.2,2024-08-17T16:30:00Z,8,19,0,0,0,0,1,0,26790,0,2,1,0.0,1,0,0,0,40,False,0,1
191,Jay Stansfield,FWD,Fulham,1.4,0,0,2,0,0.0,256,0.0,0.0,0.0,0.67,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,1,14,0,0,0,0,1,0,6640,0,0,1,0.0,1,0,0,0,50,False,0,1
192,Nikola Milenković,DEF,Nott'm Forest,1.9,0,0,0,0,0.0,573,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,3,0,0,0,0,1,0,17842,0,1,1,0.0,0,0,0,0,45,True,0,1
193,Sepp van den Berg,DEF,Liverpool,2.0,0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,32790,0,2,0,0.0,0,0,0,0,40,False,0,1
194,Kevin Mbabu,DEF,Fulham,1.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,14,0,0,0,0,1,0,41969,0,0,1,0.0,0,0,0,0,40,False,0,1
195,Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,716,0,2,0,0.0,0,0,0,0,45,True,0,1
196,Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,219,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,5,0,0,0,0,1,0,229400,0,3,0,0.0,0,0,0,0,50,True,0,1
197,Mats Wieffer,MID,Brighton,1.6,1,0,20,1,16.3,149,0.02,0.02,0.0,0.45,3,0,0,4.7,31.0,2024-08-17T14:00:00Z,90,8,0,0,0,0,1,0,4093,1,3,0,0.0,6,0,0,0,50,False,0,1
198,Kyle Walker,DEF,Man City,3.8,0,0,0,0,0.0,363,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,6,0,0,0,0,1,0,838154,0,2,0,0.0,0,0,0,0,55,False,0,1
199,Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,15,0,0,0,0,1,0,7613,0,0,1,0.0,0,0,0,0,45,False,0,1
200,Samuel Edozie,MID,Southampton,0.6,0,0,0,0,18.5,459,0.15,0.15,0.0,0.0,5,0,0,4.1,6.8,2024-08-17T14:00:00Z,45,15,0,0,0,0,1,0,2424,0,0,1,16.0,0,0,0,0,50,False,1,1
201,Robert Sánchez,GK,Chelsea,1.2,0,0,7,0,0.0,185,0.0,0.0,0.0,0.77,9,2,0,2.3,23.4,2024-08-18T15:30:00Z,90,13,0,0,0,0,1,3,226022,1,2,0,0.0,2,0,0,0,45,True,0,1
202,Sergio Reguilón,DEF,Spurs,2.4,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,11,0,0,0,0,1,0,27926,0,1,1,0.0,0,0,0,0,45,False,0,1
203,Conor Townsend,DEF,Ipswich,0.0,0,0,0,0,0.0,583,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,12,0,0,0,0,1,0,33806,0,2,0,0.0,0,0,0,0,40,True,0,1
204,Ricardo Barbosa Pereira,DEF,Leicester,1.4,0,0,0,0,0.0,302,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,18,0,0,0,0,1,0,19824,0,1,1,0.0,0,0,0,0,45,True,0,1
205,Massimo Luongo,MID,Ipswich,0.0,0,0,8,0,1.3,277,0.0,0.0,0.0,1.45,4,1,0,1.2,10.8,2024-08-17T11:30:00Z,64,12,0,0,0,0,1,0,23647,1,2,0,0.0,2,0,0,0,45,True,0,1
206,Harvey Elliott,MID,Liverpool,3.0,0,0,0,0,0.0,319,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,10,0,0,0,0,1,0,105562,0,2,0,0.0,0,0,0,0,55,False,0,1
207,Garang Kuol,MID,Newcastle,2.0,0,0,0,0,0.0,406,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,17,0,0,0,0,1,0,3311,0,0,1,0.0,0,0,0,0,45,True,0,1
208,Rúben Gato Alves Dias,DEF,Man City,3.8,0,0,27,1,0.5,361,0.0,0.0,0.0,1.01,9,0,0,1.5,14.2,2024-08-18T15:30:00Z,90,6,0,0,0,0,1,0,293835,1,2,0,0.0,6,0,0,0,55,False,0,1
209,Romelu Lukaku Bolingoli,FWD,Chelsea,1.1,0,0,0,0,0.0,175,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,54070,0,2,0,0.0,0,0,0,0,65,True,0,1
210,Ben Chilwell,DEF,Chelsea,1.4,0,0,0,0,0.0,160,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,13,0,0,0,0,1,0,74006,0,2,0,0.0,0,0,0,0,50,True,0,1
211,George Hirst,FWD,Ipswich,0.0,0,0,0,0,0.0,272,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,12,0,0,0,0,1,0,2030,0,2,0,0.0,0,0,0,0,55,True,0,1
